id	string
1111082	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Жрец Шилен</a><br>\0
1111083	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Титан</a><br>\0
1111084	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Аватар</a><br>\0
1111085	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Деспот</a><br>\0
1111086	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Глас Судьбы</a><br>\0
1111087	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Кладоискатель</a><br>\0
1111088	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Мастер</a><br>\0
1112002	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Гладиатор</a><br>\0
1112003	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Копейщик</a><br>\0
1112005	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Паладин</a><br>\0
1112006	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Мститель</a><br>\0
1112008	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Искатель Сокровищ</a><br>\0
1112009	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Стрелок</a><br>\0
1112012	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Властитель Огня</a><br>\0
1112013	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Некромант</a><br>\0
1112014	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Колдун</a><br>\0
1112016	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Епископ</a><br>\0
1112017	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Проповедник</a><br>\0
1112020	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Рыцарь Евы</a><br>\0
1112021	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Менестрель</a><br>\0
1112023	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Следопыт</a><br>\0
1112024	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Серебряный Рейнджер</a><br>\0
1112027	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Певец Заклинаний</a><br>\0
1112028	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Последователь Стихий</a><br>\0
1112030	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Мудрец Евы</a><br>\0
1112033	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Рыцарь Шилен</a><br>\0
1112034	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Танцор Смерти</a><br>\0
1112036	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Странник Бездны</a><br>\0
1112037	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Призрачный Рейнджер</a><br>\0
1112040	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Заклинатель Ветра</a><br>\0
1112041	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Последователь Тьмы</a><br>\0
1112043	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Мудрец Шилен</a><br>\0
1112046	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Разрушитель</a><br>\0
1112048	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Отшельник</a><br>\0
1112051	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Верховный Шаман</a><br>\0
1112052	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Вестник Войны</a><br>\0
1112055	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Охотник за Наградой</a><br>\0
1112057	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Кузнец</a><br>\0
1112058	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Дуэлист</a><br>\0
1112059	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Полководец</a><br>\0
1112060	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Рыцарь Феникса</a><br>\0
1112061	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Рыцарь Ада</a><br>\0
1112062	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Снайпер</a><br>\0
1112063	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Авантюрист</a><br>\0
1112064	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Архимаг</a><br>\0
1112065	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Пожиратель Душ</a><br>\0
1112066	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Чернокнижник</a><br>\0
1112067	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Кардинал</a><br>\0
1112068	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Апостол</a><br>\0
1112069	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Храмовник Евы</a><br>\0
1112070	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Виртуоз</a><br>\0
1112071	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Странник Ветра</a><br>\0
1112072	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Страж Лунного Света</a><br>\0
1112073	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Магистр Магии</a><br>\0
1112074	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Мастер Стихий</a><br>\0
1112075	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Жрец Евы</a><br>\0
1112076	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Храмовник Шилен</a><br>\0
1112077	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Призрачный Танцор</a><br>\0
1112078	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Призрачный Охотник</a><br>\0
1112079	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Страж Теней</a><br>\0
1112080	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Повелитель Бури</a><br>\0
1112081	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Владыка Теней</a><br>\0
1112082	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Жрец Шилен</a><br>\0
1112083	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Титан</a><br>\0
1112084	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Аватар</a><br>\0
1112085	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Деспот</a><br>\0
1112086	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Глас Судьбы</a><br>\0
1112087	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Кладоискатель</a><br>\0
1112088	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Мастер</a><br>\0
1113002	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Гладиатор</a><br>\0
1113003	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Копейщик</a><br>\0
1113005	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Паладин</a><br>\0
1113006	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Мститель</a><br>\0
1113008	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Искатель Сокровищ</a><br>\0
1113009	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Стрелок</a><br>\0
1113012	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Властитель Огня</a><br>\0
1113013	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Некромант</a><br>\0
1113014	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Колдун</a><br>\0
1113016	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Епископ</a><br>\0
1113017	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Проповедник</a><br>\0
1113020	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Рыцарь Евы</a><br>\0
1113021	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Менестрель</a><br>\0
1113023	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Следопыт</a><br>\0
1113024	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Серебряный Рейнджер</a><br>\0
1113027	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Певец Заклинаний</a><br>\0
1113028	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Последователь Стихий</a><br>\0
1113030	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Мудрец Евы</a><br>\0
1113033	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Рыцарь Шилен</a><br>\0
1113034	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Танцор Смерти</a><br>\0
1113036	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Странник Бездны</a><br>\0
1113037	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Призрачный Рейнджер</a><br>\0
1113040	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Заклинатель Ветра</a><br>\0
1113041	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Последователь Тьмы</a><br>\0
1113043	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Мудрец Шилен</a><br>\0
1113046	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Разрушитель</a><br>\0
1113048	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Отшельник</a><br>\0
1113051	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Верховный Шаман</a><br>\0
1113052	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Вестник Войны</a><br>\0
1113055	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Охотник за Наградой</a><br>\0
1113057	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Кузнец</a><br>\0
1113058	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Дуэлист</a><br>\0
1113059	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Полководец</a><br>\0
1113060	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Рыцарь Феникса</a><br>\0
1113061	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Рыцарь Ада</a><br>\0
1113062	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Снайпер</a><br>\0
1113063	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Авантюрист</a><br>\0
1113064	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Архимаг</a><br>\0
1113065	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Пожиратель Душ</a><br>\0
1113066	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Чернокнижник</a><br>\0
1113067	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Кардинал</a><br>\0
1113068	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Апостол</a><br>\0
1113069	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Храмовник Евы</a><br>\0
1113070	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Виртуоз</a><br>\0
1113071	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Странник Ветра</a><br>\0
1113072	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Страж Лунного Света</a><br>\0
1113073	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Магистр Магии</a><br>\0
1113074	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Мастер Стихий</a><br>\0
1113075	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Жрец Евы</a><br>\0
1113076	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Храмовник Шилен</a><br>\0
1113077	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Призрачный Танцор</a><br>\0
1113078	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Призрачный Охотник</a><br>\0
1113079	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Страж Теней</a><br>\0
1113080	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Повелитель Бури</a><br>\0
1113081	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Владыка Теней</a><br>\0
1113082	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Жрец Шилен</a><br>\0
1113083	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Титан</a><br>\0
1113084	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Аватар</a><br>\0
1113085	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Деспот</a><br>\0
1113086	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Глас Судьбы</a><br>\0
1113087	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Кладоискатель</a><br>\0
1113088	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Мастер</a><br>\0
1114088	u,<a action="bypass -h menu_select?ask=-2&reply=380">Дуэлист</a><br>\0
1114089	u,<a action="bypass -h menu_select?ask=-2&reply=381">Полководец</a><br>\0
1114090	u,<a action="bypass -h menu_select?ask=-2&reply=382">Рыцарь Феникса</a><br>\0
1114091	u,<a action="bypass -h menu_select?ask=-2&reply=383">Рыцарь Ада</a><br>\0
1114092	u,<a action="bypass -h menu_select?ask=-2&reply=384">Снайпер</a><br>\0
1114093	u,<a action="bypass -h menu_select?ask=-2&reply=385">Авантюрист</a><br>\0
1114094	u,<a action="bypass -h menu_select?ask=-2&reply=386">Архимаг</a><br>\0
1114095	u,<a action="bypass -h menu_select?ask=-2&reply=387">Пожиратель Душ</a><br>\0
1114096	u,<a action="bypass -h menu_select?ask=-2&reply=388">Чернокнижник</a><br>\0
1114097	u,<a action="bypass -h menu_select?ask=-2&reply=389">Кардинал</a><br>\0
1114098	u,<a action="bypass -h menu_select?ask=-2&reply=390">Апостол</a><br>\0
1114099	u,<a action="bypass -h menu_select?ask=-2&reply=391">Храмовник Евы</a><br>\0
1114100	u,<a action="bypass -h menu_select?ask=-2&reply=392">Виртуоз</a><br>\0
1114101	u,<a action="bypass -h menu_select?ask=-2&reply=393">Странник Ветра</a><br>\0
1114102	u,<a action="bypass -h menu_select?ask=-2&reply=394">Страж Лунного Света</a><br>\0
1114103	u,<a action="bypass -h menu_select?ask=-2&reply=395">Магистр Магии</a><br>\0
1114104	u,<a action="bypass -h menu_select?ask=-2&reply=396">Мастер Стихий</a><br>\0
1114105	u,<a action="bypass -h menu_select?ask=-2&reply=397">Жрец Евы</a><br>\0
1114106	u,<a action="bypass -h menu_select?ask=-2&reply=398">Храмовник Шилен</a><br>\0
1114107	u,<a action="bypass -h menu_select?ask=-2&reply=399">Призрачный Танцор</a><br>\0
1114108	u,<a action="bypass -h menu_select?ask=-2&reply=400">Призрачный Охотник</a><br>\0
1114109	u,<a action="bypass -h menu_select?ask=-2&reply=401">Страж Теней</a><br>\0
1114110	u,<a action="bypass -h menu_select?ask=-2&reply=402">Повелитель Бури</a><br>\0
1114111	u,<a action="bypass -h menu_select?ask=-2&reply=403">Владыка Теней</a><br>\0
1114112	u,<a action="bypass -h menu_select?ask=-2&reply=404">Жрец Шилен</a><br>\0
1114113	u,<a action="bypass -h menu_select?ask=-2&reply=405">Титан</a><br>\0
1114114	u,<a action="bypass -h menu_select?ask=-2&reply=406">Аватар</a><br>\0
1114115	u,<a action="bypass -h menu_select?ask=-2&reply=407">Деспот</a><br>\0
1114116	u,<a action="bypass -h menu_select?ask=-2&reply=408">Глас Судьбы</a><br>\0
1114117	u,<a action="bypass -h menu_select?ask=-2&reply=409">Кладоискатель</a><br>\0
1114118	u,<a action="bypass -h menu_select?ask=-2&reply=410">Мастер</a><br>\0
1115127	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Берсерк</a><br>\0
1115128	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Палач</a><br>\0
1115129	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Палач</a><br>\0
1115130	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Арбалетчик</a><br>\0
1115131	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Каратель</a><br>\0
1115132	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Инквизитор</a><br>\0
1115133	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Инквизитор</a><br>\0
1115134	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Диверсант</a><br>\0
1116127	u,<a action="bypass -h menu_select?ask=-2&reply=411">Берсерк</a><br>\0
1116128	u,<a action="bypass -h menu_select?ask=-2&reply=412">Палач</a><br>\0
1116129	u,<a action="bypass -h menu_select?ask=-2&reply=413">Палач</a><br>\0
1116130	u,<a action="bypass -h menu_select?ask=-2&reply=414">Арбалетчик</a><br>\0
1116131	u,<a action="bypass -h menu_select?ask=-2&reply=415">Каратель</a><br>\0
1116132	u,<a action="bypass -h menu_select?ask=-2&reply=416">Инквизитор</a><br>\0
1116133	u,<a action="bypass -h menu_select?ask=-2&reply=417">Инквизитор</a><br>\0
1116134	u,<a action="bypass -h menu_select?ask=-2&reply=418">Диверсант</a><br>\0
1116135	u,<a action="bypass -h menu_select?ask=-2&reply=419">Инспектор</a><br>\0
1116136	u,<a action="bypass -h menu_select?ask=-2&reply=420">Арбитр</a><br>\0
1119999	a, \0
1120001	u,Кутус Серый Коготь (ур.23)\0
1120002	u,Капитан Наемников Турек (ур.30)\0
1120003	u,Паук Клету (ур.42)\0
1120004	u,Яростный Тилес (ур.55)\0
1120005	u,Призрак Главаря Крестьян (ур.50)\0
1120006	u,Третий Подводный Стражник (ур.60)\0
1120007	u,Пан Дриад (ур.25)\0
1120008	u,Колдун Брека Пасту (ур.34)\0
1120009	u,Королева Стакато Зирна (ур.34)\0
1120010	u,Кату Главарь Авангарда Атуи (ур.49)\0
1120011	u,Атрайбан (ур.53)\0
1120012	u,Стражник Евы Милену (ур.58)\0
1120013	u,Посланец Шилен Кабрио (ур.70)\0
1120014	u,Тирак (ур.28)\0
1120015	u,Реммель (ур.35)\0
1120016	u,Барион (ур.47)\0
1120017	u,Карте (ур.49)\0
1120018	u,Верфа (ур.51)\0
1120019	u,Рахха (ур.65)\0
1120020	u,Кернон (ур.75)\0
1120021	u,Птицезмей (ур.45)\0
1120022	u,Отверженная Каэль (ур.24)\0
1120023	u,Чертуба Великий Дух (ур.35)\0
1120024	u,Чародей Бури Терук (ур.40)\0
1120025	u,Капитан Красного Флага Шака (ур.52)\0
1120026	u,Смотритель Зачарованного Леса Руэль (ур.55)\0
1120027	u,Кровавый Жрец Рудельто (ур.69)\0
1120028	u,Принцесса Молранг (ур.25)\0
1120029	u,Кошачий Глаз (ур.30)\0
1120030	u,Лидер Кошачьей Банды (ур.39)\0
1120031	u,Глава Рейнджеров Орков Тимак (ур.44)\0
1120032	u,Сумасшедший Механический Голем (ур.43)\0
1120033	u,Бездушный Дикий Кабан (ур.59)\0
1120034	u,Корим (ур.70)\0
1120035	u,Эльф Реноа (ур.29)\0
1120036	u,Служитель Седжара (ур.35)\0
1120037	u,Трухлявое Дерево Репиро (ур.44)\0
1120038	u,Шакрам (ур.45)\0
1120039	u,Волшебник Исирр (ур.55)\0
1120040	u,Призрак Родника Лидия (ур.60)\0
1120041	u,Жрица Антараса Кло (ур.74)\0
1120042	u,Агент Белефа Мина (ур.30)\0
1120043	u,Тварь Икара I (ур.40)\0
1120044	u,Смотритель Земли Казненных Гильотин (ур.35)\0
1120045	u,Посланник Королевы Фей Берун (ур.50)\0
1120046	u,Отчаявшийся Беженец Лео (ур.56)\0
1120047	u,Свирепый Король Тигров (ур.65)\0
1120048	u,Длиннорогий Голконда (ур.79)\0
1120049	u,Матриарх Лангк Рашкос (ур.24)\0
1120050	u,Великий Пророк Вуку Гармаш (ур.33)\0
1120051	u,Кровавый Повелитель Гато (ур.50)\0
1120052	u,Глава Лито Талкин (ур.40)\0
1120053	u,Пророк Белефа Сефия (ур.55)\0
1120054	u,Хекатон Прайм (ур.65)\0
1120055	u,Шуриэль Пламя Гнева (ур.78)\0
1120056	u,Змеедемон Бифронс (ур.21)\0
1120057	u,Повелитель Зомби Кроул (ур.25)\0
1120058	u,Повелитель Пламени Шадар (ур.35)\0
1120059	u,Король Шаманов Селу (ур.40)\0
1120060	u,Король Тарлк (ур.48)\0
1120061	u,Единорог Паниэль (ур.54)\0
1120062	u,Гигант Марпанак (ур.60)\0
1120063	u,Ревущий Налетчик (ур.70)\0
1120064	u,Икунтай (ур.25)\0
1120065	u,Раграмэн (ур.30)\0
1120066	u,Глава Ящеров Хеллион (ур.38)\0
1120067	u,Король Тигров Карута (ур.45)\0
1120068	u,Черная Лилия (ур.55)\0
1120069	u,Стражник Статуи Гиганта Карума (ур.60)\0
1120070	u,Демон Курикупс (ур.59)\0
1120071	u,Хелена Патриарх Тасаба (ур.35)\0
1120072	u,Апепи (ур.30)\0
1120073	u,Служитель Кроноса Маму (ур.34)\0
1120074	u,Защитник Земли Панатен (ур.43)\0
1120075	u,Герольд Фафуриона Локнес (ур.70)\0
1120076	u,Пророк Фафуриона Шешарк (ур.72)\0
1120077	u,Крокиан Падиша Собекк (ур.74)\0
1120078	u,Океан Пламени Ашакиэль (ур.76)\0
1120079	u,Водный Змей Атека (ур.40)\0
1120080	u,Себек (ур.36)\0
1120081	u,Паж Фафуриона Сика (ур.40)\0
1120082	u,Проклятая Клара (ур.50)\0
1120083	u,Лорд Смерти Халлет (ур.73)\0
1120084	u,Собиратель Душ Ашерон (ур.35)\0
1120085	u,Ревущий Лорд Кастор (ур.62)\0
1120086	u,Нага Буреносец (ур.75)\0
1120087	u,Пророк Тимака Рагот (ур.57)\0
1120088	u,Дух Предателя Анраса (ур.69)\0
1120089	u,Древний Астральный Дрейк (ур.60)\0
1120090	u,Глава Ванор Кандра (ур.72)\0
1120091	u,Крыло Бездны (ур.59)\0
1120092	u,Герой Харит Тамаш (ур.55)\0
1120093	u,Последний Младший Гигант Олкут (ур.75)\0
1120094	u,Последний Младший Гигант Глаки (ур.78)\0
1120095	u,Клинок Судьбы Танатос (ур.72)\0
1120096	u,Палатанос Ужасающей Мощи (ур.75)\0
1120097	u,Королева Фалибати Темис (ур.70)\0
1120098	u,Лорд Горгулий Тифон (ур.65)\0
1120099	u,Понтифик Тайк Арак (ур.60)\0
1120100	u,Мясник Закена Кранц (ур.55)\0
1120101	u,Железный Гигантский Тотем (ур.45)\0
1120102	u,Ведьма Келона (ур.67)\0
1120103	u,Кровавая Императрица Декарбия (ур.75)\0
1120104	u,Повелитель Зверей Бехемот (ур.70)\0
1120105	u,Главарь Партизан Талакин (ур.28)\0
1120106	u,Карнамакос (ур.50)\0
1120107	u,Лорд Смерти Ипос (ур.75)\0
1120108	u,Марилион Ведьма Лилит (ур.50)\0
1120109	u,Языческий Смотритель Церберон (ур.55)\0
1120110	u,Закарон Возмездие Анаким (ур.70)\0
1120111	u,Лорд Смерти Шакс (ур.75)\0
1120112	u,Божественный Стражник Горячих Источников Гестия (ур.78)\0
1120113	u,Герой Кетра Хекатон (ур.80)\0
1120114	u,Военачальник Кетра Тайр (ур.80)\0
1120115	u,Глава Кетра Бракки (ур.80)\0
1120116	u,Герой Варка Шадит (ур.80)\0
1120117	u,Командир Варка Мос (ур.80)\0
1120118	u,Глава Варка Хорус (ур.80)\0
1120119	u,Эмбер (ур.80)\0
1120120	u,Агент Демона Фальстон (ур.66)\0
1120121	u,Баракиэль (ур.70)\0
1120122	u,Айнхалдер фон Хельман (ур.71)\0
1120123	u,Гигантский Пустырный Василиск (ур.30)\0
1120124	u,Повелитель Горгулий Сирокко (ур.35)\0
1120125	u,Вожак Трусливых Крысолюдов (ур.21)\0
1120126	u,Тигровый Шершень (ур.26)\0
1120127	u,Главарь Охотников Шарук (ур.23)\0
1120128	u,Патриарх Куроборос (ур.26)\0
1120129	u,Жрец Куробороса (ур.23)\0
1120130	u,Собиратель Душ (ур.25)\0
1120131	u,Отверженный Стражник (ур.20)\0
1120132	u,Герольд Дагониэля Малекс (ур.21)\0
1120133	u,Повелитель Зомби Фаракелсус (ур.20)\0
1120134	u,Зверь Безумия (ур.20)\0
1120135	u,Герольд Икара Кайша (ур.21)\0
1120136	u,Призрак Сэра Калибуса (ур.34)\0
1120137	u,Беспокойный Злой Дух (ур.36)\0
1120138	u,Красноглазый Капитан Тракиа (ур.35)\0
1120139	u,Посланец Нурки (ур.33)\0
1120140	u,Капитан Королевской Стражи (ур.32)\0
1120141	u,Премо Прайм (ур.38)\0
1120142	u,Сусцептор Архонт (ур.45)\0
1120143	u,Глаз Белефа (ур.35)\0
1120144	u,Скайла (ур.32)\0
1120145	u,Капитан Корсаров Килон (ур.33)\0
1120146	u,Лорд Ишка (ур.60)\0
1120147	u,Главарь Придорожных Падальщиков (ур.40)\0
1120148	u,Королевский Некростраж (ур.47)\0
1120149	u,Накондас (ур.40)\0
1120150	u,Грозный Мститель Крейвен (ур.44)\0
1120151	u,Служанка Орфен (ур.48)\0
1120152	u,Королева Фей Тиминиэль (ур.61)\0
1120153	u,Предатель Уруту Фреки (ур.25)\0
1120154	u,Коллекционер Маммона Талос (ур.25)\0
1120155	u,Раскаленный Голем (ур.44)\0
1120156	u,Главарь Банды Барда (ур.55)\0
1120157	u,Орк Тимак Госмос (ур.45)\0
1120158	u,Вор Келбар (ур.44)\0
1120159	u,Злой Дух Сирион (ур.45)\0
1120160	u,Враждебный Призрак Рамдал (ур.65)\0
1120161	u,Бессмертный Спаситель Мадрил (ур.71)\0
1120162	u,Херувим Галаксия (ур.79)\0
1120163	u,Минас Анор (ур.70)\0
1120164	u,Зеркало Забвения (ур.49)\0
1120165	u,Мертвец Эрив (ур.51)\0
1120166	u,Стражник Харита Гаранки (ур.56)\0
1120167	u,Горголос (ур.64)\0
1120168	u,Последний Гигант Утенус (ур.66)\0
1120169	u,Расхититель Могил Ким (ур.52)\0
1120170	u,Призрачный Рыцарь Кабед (ур.55)\0
1120171	u,Жрец Шилен Хисилром (ур.65)\0
1120172	u,Маг Кениши (ур.53)\0
1120173	u,Тилион Первый Помощник Закена (ур.50)\0
1120174	u,Дух Воды Лиан (ур.40)\0
1120175	u,Гвиндорр (ур.40)\0
1120176	u,Дух Евы Ниниэль (ур.55)\0
1120177	u,Посланник Фафуриона Пинголпин (ур.52)\0
1120178	u,Оруженосец Фафуриона Истари (ур.45)\0
1120179	u,Босс Аката (ур.30)\0
1120180	u,Мстительный Дух Нелли (ур.39)\0
1120181	u,Грабитель Раито (ур.37)\0
1120182	u,Темный Шаман Фаранги (ур.53)\0
1120183	u,Гигантский Голем Хаоса (ур.52)\0
1120184	u,Начальник Стражи Снежной Королевы (ур.59)\0
1120185	u,Королева Шиид (ур.80)\0
1120186	u,Мастер Анаис (ур.80)\0
1120187	u,Верховный Жрец Андреас Ван Хальтер (ур.80)\0
1120188	u,Чумной Голем (ур.73)\0
1120189	u,Гигант из Горящего Камня (ур.76)\0
1120190	u,Лилит (ур.80)\0
1120191	u,Анаким (ур.80)\0
1120192	u,Ледяная Фея Сирра (ур.60)\0
1120193	u,Ледяной Император Бамбаламп (ур.74)\0
1120194	u,Белоглазый Дэймон (ур.78)\0
1120195	u,Дух Огня Настрон (ур.80)\0
1120196	u,Дух Воды Ашутар (ур.80)\0
1120197	u,Урука (ур.80)\0
1120198	u,Сэйлрен (ур.80)\0
1120199	u,Тайфун (ур.83)\0
1120200	u,Валдстоун (Ур.80)\0
1120201	u,Лок (Ур.83)\0
1120202	u,Энира (Ур.85)\0
1120203	u,Диус (Ур.85)\0
1120204	u,Йохан Клодекус (ур.81)\0
1120205	u,Йохан Кланикус (ур.81)\0
