id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
22464	u,Толстокожий Канабион\0	a,	9C	E8	A9	-1
22465	u,Толстокожий Канабион\0	u,Допплер\0	9C	E8	A9	-1
22466	u,Толстокожий Канабион\0	u,Пустотник\0	9C	E8	A9	-1
22467	u,Дикий Канабион\0	a,	9C	E8	A9	-1
22468	u,Дикий Канабион\0	u,Допплер\0	9C	E8	A9	-1
22469	u,Дикий Канабион\0	u,Пустотник\0	9C	E8	A9	-1
22470	u,Элитный Канабион\0	a,	9C	E8	A9	-1
22471	u,Элитный Канабион\0	u,Допплер\0	9C	E8	A9	-1
22472	u,Элитный Канабион\0	u,Пустотник\0	9C	E8	A9	-1
22473	u,Тяжелый Канабион\0	a,	9C	E8	A9	-1
22474	u,Тяжелый Канабион\0	u,Допплер\0	9C	E8	A9	-1
22475	u,Тяжелый Канабион\0	u,Пустотник\0	9C	E8	A9	-1
22476	u,Пылкий Канабион\0	a,	9C	E8	A9	-1
22477	u,Пылкий Канабион\0	u,Допплер\0	9C	E8	A9	-1
22478	u,Пылкий Канабион\0	u,Пустотник\0	9C	E8	A9	-1
22479	u,Разбитый Канабион\0	a,	9C	E8	A9	-1
22480	u,Разбитый Канабион\0	u,Допплер\0	9C	E8	A9	-1
22481	u,Разбитый Канабион\0	u,Пустотник\0	9C	E8	A9	-1
22482	u,Канабион Мечник\0	a,	9C	E8	A9	-1
22483	u,Канабион Мечник\0	u,Допплер\0	9C	E8	A9	-1
22484	u,Канабион Мечник\0	u,Пустотник\0	9C	E8	A9	-1
22485	u,Смотритель Лабиринта\0	a,	9C	E8	A9	-1
22486	u,Смотритель Лабиринта\0	a,	9C	E8	A9	-1
22487	u,Блюститель Лабиринта\0	a,	9C	E8	A9	-1
22488	u,Смотритель Лабиринта\0	a,	9C	E8	A9	-1
22489	u,Смотритель Лабиринта\0	a,	9C	E8	A9	-1
22490	u,Блюститель Лабиринта\0	a,	9C	E8	A9	-1
22491	u,Смотритель Лабиринта\0	a,	9C	E8	A9	-1
22492	u,Смотритель Лабиринта\0	a,	9C	E8	A9	-1
22493	u,Блюститель Лабиринта\0	a,	9C	E8	A9	-1
22494	u,Смотритель Лабиринта\0	a,	9C	E8	A9	-1
22495	u,Смотритель Лабиринта\0	a,	9C	E8	A9	-1
22496	u,Блюститель Лабиринта\0	a,	9C	E8	A9	-1
22497	u,Смотритель Лабиринта\0	a,	9C	E8	A9	-1
22498	u,Смотритель Лабиринта\0	a,	9C	E8	A9	-1
22499	u,Блюститель Лабиринта\0	a,	9C	E8	A9	-1
22500	u,Смотритель Лабиринта\0	a,	9C	E8	A9	-1
22501	u,Смотритель Лабиринта\0	a,	9C	E8	A9	-1
22502	u,Блюститель Лабиринта\0	a,	9C	E8	A9	-1
22503	u,Смотритель Лабиринта\0	a,	9C	E8	A9	-1
22504	u,Смотритель Лабиринта\0	a,	9C	E8	A9	-1
22505	u,Блюститель Лабиринта\0	a,	9C	E8	A9	-1
22506	u,Око Взрыва\0	a,	9C	E8	A9	-1
22507	u,Око Взрыва\0	a,	9C	E8	A9	-1
22508	u,Око Взрыва\0	a,	9C	E8	A9	-1
22509	u,Фанатик Шилен\0	a,	9C	E8	A9	-1
22510	u,Посланник Смерти\0	a,	9C	E8	A9	-1
22511	u,Зилот Шилен\0	a,	9C	E8	A9	-1
22512	u,Костолом\0	a,	9C	E8	A9	-1
22513	u,Катафалк\0	a,	9C	E8	A9	-1
22514	u,Жнец Душ\0	a,	9C	E8	A9	-1
22515	u,Возница Душ\0	a,	9C	E8	A9	-1
22516	u,Мясник Шилен\0	a,	9C	E8	A9	-1
22517	u,Фанатичный Последователь Шилен\0	a,	9C	E8	A9	-1
22518	u,Посланник Смерти\0	a,	9C	E8	A9	-1
22519	u,Катафалк\0	a,	9C	E8	A9	-1
22520	u,Костолом\0	a,	9C	E8	A9	-1
22521	u,Жнец Душ\0	a,	9C	E8	A9	-1
22522	u,Возница Душ\0	a,	9C	E8	A9	-1
22523	u,Возница Душ\0	u,Пища Экимуса\0	9C	E8	A9	-1
22524	u,Эмиссар Смерти\0	a,	9C	E8	A9	-1
22525	u,Эмиссар Смерти\0	a,	9C	E8	A9	-1
22526	u,Эмиссар Смерти\0	a,	9C	E8	A9	-1
22527	u,Эмиссар Смерти\0	a,	9C	E8	A9	-1
22528	u,Проклятый Владыка\0	a,	9C	E8	A9	-1
22529	u,Проклятый Владыка\0	a,	9C	E8	A9	-1
22530	u,Проклятый Владыка\0	a,	9C	E8	A9	-1
22531	u,Проклятый Владыка\0	a,	9C	E8	A9	-1
22532	u,Пророк Дня Скорби\0	a,	9C	E8	A9	-1
22533	u,Пророк Дня Скорби\0	a,	9C	E8	A9	-1
22534	u,Пророк Дня Скорби\0	a,	9C	E8	A9	-1
22535	u,Пророк Дня Скорби\0	a,	9C	E8	A9	-1
22536	u,Капитан Гвардии\0	a,	9C	E8	A9	-1
22537	u,Дракон-Архимаг\0	a,	9C	E8	A9	-1
22538	u,Дракон-Легат\0	a,	9C	E8	A9	-1
22539	u,Дракон-Повелитель\0	a,	9C	E8	A9	-1
22540	u,Белый Дракон\0	a,	9C	E8	A9	-1
22541	u,Боевой Дракон\0	a,	9C	E8	A9	-1
22542	u,Боевой Дракон-Маг\0	a,	9C	E8	A9	-1
22543	u,Дракон-Маг\0	a,	9C	E8	A9	-1
22544	u,Дракон-Маг Воитель\0	a,	9C	E8	A9	-1
22545	u,Тень Дракона\0	a,	9C	E8	A9	-1
22546	u,Дракон-Берсерк\0	a,	9C	E8	A9	-1
22547	u,Дракон-Целитель\0	a,	9C	E8	A9	-1
22548	u,Дракон-Копьеметатель\0	a,	9C	E8	A9	-1
22549	u,Дракон-Копьеметатель\0	a,	9C	E8	A9	-1
22550	u,Скупой Рыцарь\0	a,	9C	E8	A9	-1
22551	u,Жрец Тьмы\0	a,	9C	E8	A9	-1
22552	u,Дрейк-Мутант\0	a,	9C	E8	A9	-1
22553	u,Большой Испаритель\0	a,	9C	E8	A9	-1
22554	u,Малый Испаритель\0	a,	9C	E8	A9	-1
22555	u,Малый Испаритель\0	a,	9C	E8	A9	-1
22556	u,Малый Испаритель\0	a,	9C	E8	A9	-1
22557	u,Защитный Механизм\0	a,	9C	E8	A9	-1
22558	u,Защитное Орудие\0	a,	9C	E8	A9	-1
22559	u,Выживший Дракон-Легат\0	a,	9C	E8	A9	-1
22560	u,Выживший Дракон-Повелитель\0	a,	9C	E8	A9	-1
22561	u,Выживший Белый Дракон\0	a,	9C	E8	A9	-1
22562	u,Выживший Боевой Дракон\0	a,	9C	E8	A9	-1
22563	u,Выживший Боевой Дракон-Маг\0	a,	9C	E8	A9	-1
22564	u,Выживший Дракон-Маг\0	a,	9C	E8	A9	-1
22565	u,Выживший Дракон-Маг Воитель\0	a,	9C	E8	A9	-1
22566	u,Выживший Дракон-Целитель\0	a,	9C	E8	A9	-1
22567	u,Выживший Дракон-Копьеметатель\0	a,	9C	E8	A9	-1
22568	u,Выживший Дракон-Копьеметатель\0	a,	9C	E8	A9	-1
22569	u,Дракон-Наездник\0	u,Войско Тиады\0	9C	E8	A9	-1
22570	u,Капитан Гвардии\0	a,	9C	E8	A9	-1
22571	u,Дракон-Архимаг\0	a,	9C	E8	A9	-1
22572	u,Дракон-Легат\0	a,	9C	E8	A9	-1
22573	u,Дракон-Повелитель\0	a,	9C	E8	A9	-1
22574	u,Белый Дракон\0	a,	9C	E8	A9	-1
22575	u,Боевой Дракон\0	a,	9C	E8	A9	-1
22576	u,Боевой Дракон-Маг\0	a,	9C	E8	A9	-1
22577	u,Дракон-Маг\0	a,	9C	E8	A9	-1
22578	u,Дракон-Маг Воитель\0	a,	9C	E8	A9	-1
22579	u,Дракон-Берсерк\0	a,	9C	E8	A9	-1
22580	u,Дракон-Целитель\0	a,	9C	E8	A9	-1
22581	u,Дракон-Копьеметатель\0	a,	9C	E8	A9	-1
22582	u,Дракон-Копьеметатель\0	a,	9C	E8	A9	-1
22583	u,Боевой Дракон-Маг\0	a,	9C	E8	A9	-1
22584	u,Дракон-Маг\0	a,	9C	E8	A9	-1
22585	u,Дракон-Маг Воитель\0	a,	9C	E8	A9	-1
22586	u,Дракон-Легат\0	a,	9C	E8	A9	-1
22587	u,Дракон-Легионер\0	a,	9C	E8	A9	-1
22588	u,Белый Дракон\0	a,	9C	E8	A9	-1
22589	u,Боевой Дракон\0	a,	9C	E8	A9	-1
22590	a,	a,	9C	E8	A9	-1
22591	u,Боевой Дракон-Маг\0	a,	9C	E8	A9	-1
22592	u,Дракон-Маг\0	a,	9C	E8	A9	-1
22593	u,Дракон-Маг Воитель\0	a,	9C	E8	A9	-1
22594	u,Дракон-Легат\0	a,	9C	E8	A9	-1
22595	u,Дракон-Повелитель\0	a,	9C	E8	A9	-1
22596	u,Белый Дракон\0	a,	9C	E8	A9	-1
22597	u,Боевой Дракон\0	a,	9C	E8	A9	-1
22598	u,Обелиск\0	a,	9C	E8	A9	-1
22599	u,Охранный Камень\0	a,	9C	E8	A9	-1
22600	u,Охранный Камень Тронного Зала\0	a,	9C	E8	A9	-1
22601	u,Охранный Камень Сердца Бессмертия\0	a,	9C	E8	A9	-1
22602	u,Ястреб-Мутант\0	a,	9C	E8	A9	-1
22603	u,Ястреб-Мутант\0	a,	9C	E8	A9	-1
22604	u,Драхоук\0	a,	9C	E8	A9	-1
22605	u,Драхоук\0	a,	9C	E8	A9	-1
22606	u,Летающий Скелет\0	a,	9C	E8	A9	-1
22607	u,Летающий Скелет\0	a,	9C	E8	A9	-1
22608	u,Летающий Зомби\0	a,	9C	E8	A9	-1
22609	u,Летающий Зомби\0	a,	9C	E8	A9	-1
22610	u,Крылатый Дрейк Мутант\0	a,	9C	E8	A9	-1
22611	u,Крылатый Дрейк Мутант\0	a,	9C	E8	A9	-1
22612	u,Драк\0	a,	9C	E8	A9	-1
22613	u,Драк\0	a,	9C	E8	A9	-1
22614	u,Наездник Грифа\0	a,	9C	E8	A9	-1
22615	u,Наездник Грифа\0	a,	9C	E8	A9	-1
22616	u,Коготь Смерти\0	a,	9C	E8	A9	-1
22617	u,Шипастый Стакато\0	a,	9C	E8	A9	-1
22618	u,Рабочий Шипастых Стакато\0	a,	9C	E8	A9	-1
22619	u,Стражник Шипастых Стакато\0	a,	9C	E8	A9	-1
22620	u,Самка Шипастого Стакато\0	a,	9C	E8	A9	-1
22621	u,Самец Шипастого Стакато\0	a,	9C	E8	A9	-1
22622	u,Самец Шипастого Стакато\0	a,	9C	E8	A9	-1
22623	u,Маг Шипастых Стакато\0	a,	9C	E8	A9	-1
22624	u,Миньон Каннибалов Стакато\0	a,	9C	E8	A9	-1
22625	u,Предводитель Каннибалов Стакато\0	a,	9C	E8	A9	-1
22626	u,Предводитель Каннибалов Стакато\0	a,	9C	E8	A9	-1
22627	u,Воитель Шипастых Стакато\0	a,	9C	E8	A9	-1
22628	u,Трутень Шипастых Стакато\0	a,	9C	E8	A9	-1
22629	u,Начальник Стражи Шипастых Стакато\0	a,	9C	E8	A9	-1
22630	u,Нянька Шипастых Стакато\0	a,	9C	E8	A9	-1
22631	u,Нянька Шипастых Стакато\0	a,	9C	E8	A9	-1
22632	u,Детеныш Шипастого Стакато\0	a,	9C	E8	A9	-1
22633	u,Шаман Шипастых Стакато\0	a,	9C	E8	A9	-1
22634	u,Рабочий Алых Стакато\0	a,	9C	E8	A9	-1
22635	u,Солдат Алых Стакато\0	a,	9C	E8	A9	-1
22636	u,Элитный Алый Стакато\0	a,	9C	E8	A9	-1
22637	u,Скорпион Тепра\0	a,	9C	E8	A9	-1
22638	u,Скарабей Тепра\0	a,	9C	E8	A9	-1
22639	u,Жук Ассасин\0	a,	9C	E8	A9	-1
22640	u,Наемник Разрушения\0	a,	9C	E8	A9	-1
22641	u,Рыцарь Разрушения\0	a,	9C	E8	A9	-1
22642	u,Голем из Лавы\0	a,	9C	E8	A9	-1
22643	u,Голем из Магмы\0	a,	9C	E8	A9	-1
22644	u,Ариманес Разрушения\0	a,	9C	E8	A9	-1
22645	u,Балрог Разрушения\0	a,	9C	E8	A9	-1
22646	u,Ашурас Разрушения\0	a,	9C	E8	A9	-1
22647	u,Лавасилиск\0	a,	9C	E8	A9	-1
22648	u,Пылающий Ифрит\0	a,	9C	E8	A9	-1
22649	u,Дрейк из Магмы\0	a,	9C	E8	A9	-1
22650	u,Фанатик Макрониан\0	a,	9C	E8	A9	-1
22651	u,Аскет Макрониан\0	a,	9C	E8	A9	-1
22652	u,Спаситель Макрониан\0	a,	9C	E8	A9	-1
22653	u,Проповедник Макрониан\0	a,	9C	E8	A9	-1
22654	u,Зараженный Макрониан\0	a,	9C	E8	A9	-1
22655	u,Измененный Макрониан\0	a,	9C	E8	A9	-1
22656	u,Гельдрем Бандит\0	a,	9C	E8	A9	-1
22657	u,Гельдрем Разрушитель\0	a,	9C	E8	A9	-1
22658	u,Потревоженный Дух Волшебного Места\0	a,	9C	E8	A9	-1
22659	u,Хранитель Волшебного Места\0	a,	9C	E8	A9	-1
22660	u,Младший Гигант\0	a,	9C	E8	A9	-1
22661	u,Воитель Младших Гигантов\0	a,	9C	E8	A9	-1
22662	u,Стрелец Младших Гигантов\0	a,	9C	E8	A9	-1
22663	u,Постовой Младших Гигантов\0	a,	9C	E8	A9	-1
22664	u,Маг Младших Гигантов\0	a,	9C	E8	A9	-1
22665	u,Тетрарх Младших Гигантов\0	a,	9C	E8	A9	-1
22666	u,Бариф\0	a,	9C	E8	A9	-1
22667	u,Питомец Барифа\0	a,	9C	E8	A9	-1
22668	u,Гамлин\0	u,Разведчик\0	9C	E8	A9	-1
22669	u,Леогул\0	u,Разведчик\0	9C	E8	A9	-1
22670	u,Вечный Лорд\0	a,	9C	E8	A9	-1
22671	u,Вечный Страж\0	a,	9C	E8	A9	-1
22672	u,Вечный Пророк\0	a,	9C	E8	A9	-1
22673	u,Хирокай\0	a,	9C	E8	A9	-1
22674	u,Имагро\0	a,	9C	E8	A9	-1
22675	u,Палит\0	a,	9C	E8	A9	-1
22676	u,Хамрит\0	a,	9C	E8	A9	-1
22677	u,Кленот\0	a,	9C	E8	A9	-1
22678	u,Призыватель Грабителей Могил\0	u,Безумный\0	9C	E8	A9	-1
22679	u,Маг Грабителей Могил\0	u,Безумный\0	9C	E8	A9	-1
22680	u,Рабочий Грабителей Могил\0	u,Безумный\0	9C	E8	A9	-1
22681	u,Воин Грабителей Могил\0	u,Безумный\0	9C	E8	A9	-1
22682	u,Берсерк Грабителей Могил\0	u,Безумный\0	9C	E8	A9	-1
22683	u,Служитель Тьмы\0	a,	9C	E8	A9	-1
22684	u,Служитель Тьмы\0	a,	9C	E8	A9	-1
22685	u,Служитель Тьмы\0	a,	9C	E8	A9	-1
22686	u,Служитель Тьмы\0	a,	9C	E8	A9	-1
22687	u,Баньши Шахт\0	a,	9C	E8	A9	-1
22688	u,Злой Дух Шахт\0	a,	9C	E8	A9	-1
22689	u,Жук Шахт\0	a,	9C	E8	A9	-1
22690	u,Потомок Земляного Червя\0	a,	9C	E8	A9	-1
22691	u,Орк Рагна\0	u,Одержимый\0	9C	E8	A9	-1
22692	u,Воин Орков Рагна\0	u,Одержимый\0	9C	E8	A9	-1
22693	u,Герой Орков Рагна\0	u,Одержимый\0	9C	E8	A9	-1
22694	u,Военачальник Орков Рагна\0	u,Одержимый\0	9C	E8	A9	-1
22695	u,Целитель Орков Рагна\0	u,Одержимый\0	9C	E8	A9	-1
22696	u,Шаман Орков Рагна\0	u,Одержимый\0	9C	E8	A9	-1
22697	u,Провидец Орков Рагна\0	u,Одержимый\0	9C	E8	A9	-1
22698	u,Стрелок Орков Рагна\0	u,Одержимый\0	9C	E8	A9	-1
22699	u,Снайпер Орков Рагна\0	u,Одержимый\0	9C	E8	A9	-1
22700	u,Хранитель Дре Ванул\0	a,	9C	E8	A9	-1
22701	u,Дре Ванул Фаранги\0	a,	9C	E8	A9	-1
22702	u,Разрушитель Дре Ванул\0	a,	9C	E8	A9	-1
22703	u,Темный Воин Морек\0	a,	9C	E8	A9	-1
22704	u,Темный Воин Батур\0	a,	9C	E8	A9	-1
22705	u,Командир Темных Батуров\0	a,	9C	E8	A9	-1
22706	u,Дух Миньона Турка\0	a,	9C	E8	A9	-1
22707	u,Дух Вожака Турка\0	u,Хранитель Кладбища\0	9C	E8	A9	-1
22708	u,Воин Армии Кошмаров\0	a,	9C	E8	A9	-1
22709	u,Лекарь Армии Кошмаров\0	a,	9C	E8	A9	-1
22710	u,Проводник Армии Кошмаров\0	a,	9C	E8	A9	-1
22711	u,Разрушитель Армии Кошмаров\0	a,	9C	E8	A9	-1
22712	u,Ассасин Армии Кошмаров\0	a,	9C	E8	A9	-1
22713	u,Шаман Армии Кошмаров\0	a,	9C	E8	A9	-1
22714	u,Стрелок Армии Кошмаров\0	a,	9C	E8	A9	-1
22715	u,Воитель Армии Кошмаров\0	a,	9C	E8	A9	-1
22716	u,Воитель Армии Кошмаров\0	a,	9C	E8	A9	-1
22717	u,Апостол Армии Кошмаров\0	a,	9C	E8	A9	-1
22718	u,Ратник Армии Кошмаров\0	a,	9C	E8	A9	-1
22719	u,Воин Армии Пустоты\0	a,	9C	E8	A9	-1
22720	u,Лекарь Армии Пустоты\0	a,	9C	E8	A9	-1
22721	u,Проводник Армии Пустоты\0	a,	9C	E8	A9	-1
22722	u,Разрушитель Армии Пустоты\0	a,	9C	E8	A9	-1
22723	u,Ассасин Армии Пустоты\0	a,	9C	E8	A9	-1
22724	u,Шаман Армии Пустоты\0	a,	9C	E8	A9	-1
22725	u,Стрелок Армии Пустоты\0	a,	9C	E8	A9	-1
22726	u,Воитель Армии Пустоты\0	a,	9C	E8	A9	-1
22727	u,Воитель Армии Пустоты\0	a,	9C	E8	A9	-1
22728	u,Апостол Армии Пустоты\0	a,	9C	E8	A9	-1
22729	u,Ратник Армии Пустоты\0	a,	9C	E8	A9	-1
22730	u,Воин Армии Страха\0	a,	9C	E8	A9	-1
22731	u,Лекарь Армии Страха\0	a,	9C	E8	A9	-1
22732	u,Проводник Армии Страха\0	a,	9C	E8	A9	-1
22733	u,Разрушитель Армии Страха\0	a,	9C	E8	A9	-1
22734	u,Ассасин Армии Страха\0	a,	9C	E8	A9	-1
22735	u,Шаман Армии Страха\0	a,	9C	E8	A9	-1
22736	u,Снайпер Армии Страха\0	a,	9C	E8	A9	-1
22737	u,Воитель Армии Страха\0	a,	9C	E8	A9	-1
22738	u,Воитель Армии Страха\0	a,	9C	E8	A9	-1
22739	u,Апостол Армии Страха\0	a,	9C	E8	A9	-1
22740	u,Ратник Армии Страха\0	a,	9C	E8	A9	-1
22741	u,Воин Грабителей Могил\0	a,	9C	E8	A9	-1
22742	u,Орнитомим\0	a,	9C	E8	A9	-1
22743	u,Дейноних\0	a,	9C	E8	A9	-1
22744	u,Орнитомим\0	a,	9C	E8	A9	-1
22745	u,Дейноних\0	a,	9C	E8	A9	-1
22746	u,Багурент\0	a,	9C	E8	A9	-1
22747	u,Бракиан\0	a,	9C	E8	A9	-1
22748	u,Гройкан\0	a,	9C	E8	A9	-1
22749	u,Трейкхан\0	a,	9C	E8	A9	-1
22750	u,Элитный Багурент\0	u,Бистакон\0	9C	E8	A9	-1
22751	u,Элитный Бракиан\0	u,Бистакон\0	9C	E8	A9	-1
22752	u,Элитный Гройкан\0	u,Бистакон\0	9C	E8	A9	-1
22753	u,Элитный Трейкхан\0	u,Бистакон\0	9C	E8	A9	-1
22754	u,Туртлиан\0	a,	9C	E8	A9	-1
22755	u,Кракиан\0	a,	9C	E8	A9	-1
22756	u,Тардион\0	a,	9C	E8	A9	-1
22757	u,Элитный Туртлиан\0	u,Рептиликон\0	9C	E8	A9	-1
22758	u,Элитный Кракиан\0	u,Рептиликон\0	9C	E8	A9	-1
22759	u,Элитный Тардион\0	u,Рептиликон\0	9C	E8	A9	-1
22760	u,Карниби\0	a,	9C	E8	A9	-1
22761	u,Кириона\0	a,	9C	E8	A9	-1
22762	u,Каиона\0	a,	9C	E8	A9	-1
22763	u,Элитный Карниби\0	u,Кокракон\0	9C	E8	A9	-1
22764	u,Элитная Кириона\0	u,Кокракон\0	9C	E8	A9	-1
22765	u,Элитный Каиона\0	u,Кокракон\0	9C	E8	A9	-1
22766	u,Подземный Жук Шахты\0	a,	9C	E8	A9	-1
22767	u,Рыцарь Ледяного Лабиринта\0	a,	9C	E8	A9	-1
22768	u,Разведчик Ящеров Тантаар\0	a,	9C	E8	A9	-1
22769	u,Воин Ящеров Тантаар\0	a,	9C	E8	A9	-1
22770	u,Наемник Ящеров Тантаар\0	a,	9C	E8	A9	-1
22771	u,Берсерк Ящеров Тантаар\0	a,	9C	E8	A9	-1
22772	u,Стрелок Ящеров Тантаар\0	a,	9C	E8	A9	-1
22773	u,Маг Ящеров Тантаар\0	a,	9C	E8	A9	-1
22774	u,Призыватель Ящеров Тантаар\0	a,	9C	E8	A9	-1
22775	u,Наставник Ксель-Махум\0	a,	9C	E8	A9	-1
22776	u,Главный Наставник Ксель-Махум\0	a,	9C	E8	A9	-1
22777	u,Наставник Ксель-Махум\0	a,	9C	E8	A9	-1
22778	u,Наставник Ксель-Махум\0	a,	9C	E8	A9	-1
22779	u,Воин Охраны Ксель-Махум\0	a,	9C	E8	A9	-1
22780	u,Рекрут Ксель-Махум\0	a,	9C	E8	A9	-1
22781	u,Ветеран Ксель-Махум\0	a,	9C	E8	A9	-1
22782	u,Рекрут Ксель-Махум\0	a,	9C	E8	A9	-1
22783	u,Ветеран Ксель-Махум\0	a,	9C	E8	A9	-1
22784	u,Рекрут Ксель-Махум\0	a,	9C	E8	A9	-1
22785	u,Ветеран Ксель-Махум\0	a,	9C	E8	A9	-1
22786	u,Десятник Ксель-Махум\0	a,	9C	E8	A9	-1
22787	u,Десятник Ксель-Махум\0	a,	9C	E8	A9	-1
22788	u,Десятник Ксель-Махум\0	a,	9C	E8	A9	-1
22789	u,Проводник Солины\0	a,	9C	E8	A9	-1
22790	u,Спаситель Солины\0	a,	9C	E8	A9	-1
22791	u,Пилигрим Солины\0	a,	9C	E8	A9	-1
22792	u,Аскет Солины\0	a,	9C	E8	A9	-1
22793	u,Послушник Солины\0	a,	9C	E8	A9	-1
22794	u,Божественный Судья\0	a,	9C	E8	A9	-1
22795	u,Божественный Опекун\0	a,	9C	E8	A9	-1
22796	u,Божественный Распорядитель\0	a,	9C	E8	A9	-1
22797	u,Божественный Поклонник\0	a,	9C	E8	A9	-1
22798	u,Божественный Хранитель\0	a,	9C	E8	A9	-1
22799	u,Божественный Боец\0	a,	9C	E8	A9	-1
22800	u,Божественный Волшебник\0	a,	9C	E8	A9	-1
22801	u,Голем Жестокий Убийца\0	a,	9C	E8	A9	-1
22802	u,Голем Жестокий Убийца\0	a,	9C	E8	A9	-1
22803	u,Голем Жестокий Убийца\0	a,	9C	E8	A9	-1
22804	u,Ужасный Бурильный Голем\0	a,	9C	E8	A9	-1
22805	u,Ужасный Бурильный Голем\0	a,	9C	E8	A9	-1
22806	u,Ужасный Бурильный Голем\0	a,	9C	E8	A9	-1
22807	u,Голем-Разведчик № 28\0	a,	9C	E8	A9	-1
22808	u,Голем-Разведчик № 2\0	a,	9C	E8	A9	-1
22809	u,Голем-Хранитель\0	a,	9C	E8	A9	-1
22810	u,Малый Голем-Разведчик\0	a,	9C	E8	A9	-1
22811	u,Голем Великий Хаос\0	a,	9C	E8	A9	-1
22812	u,Голем Взрыва\0	a,	9C	E8	A9	-1
22813	u,Пир Демона\0	a,	9C	E8	A9	-1
22814	u,Пир Демона\0	a,	9C	E8	A9	-1
22815	u,Дракос\0	a,	9C	E8	A9	-1
22816	u,Служанка Малрука\0	a,	9C	E8	A9	-1
22817	u,Призыватель Малрука\0	a,	9C	E8	A9	-1
22818	u,Взрывной Призрак\0	a,	9C	E8	A9	-1
22819	u,Гневный Призрак\0	a,	9C	E8	A9	-1
22820	u,Гипнотический Дрейк\0	u,Разведчик\0	9C	E8	A9	-1
22821	u,Бессмертный Некромант\0	u,Разведчик\0	9C	E8	A9	-1
22822	u,Воин Дракоса\0	a,	9C	E8	A9	-1
22823	u,Ассасин Дракоса\0	a,	9C	E8	A9	-1
22824	u,Хранитель Дракоса\0	a,	9C	E8	A9	-1
22825	u,Огромный Дракон-Скорпион\0	a,	9C	E8	A9	-1
22826	u,Дракон-Скорпион\0	a,	9C	E8	A9	-1
22827	u,Летучий Дрейк\0	a,	9C	E8	A9	-1
22828	u,Кровососущий Паразит\0	a,	9C	E8	A9	-1
22829	u,Изумрудный Дрейк\0	a,	9C	E8	A9	-1
22830	u,Кристальный Дракон\0	a,	9C	E8	A9	-1
22831	u,Искатель Долины Драконов\0	u,Искатель\0	9C	E8	A9	-1
22832	u,Разведчик Долины Драконов\0	u,Разведчик\0	9C	E8	A9	-1
22833	u,Искатель Песчаных Дрейков\0	u,Искатель\0	9C	E8	A9	-1
22834	u,Искатель Драконов Пыльной Бури\0	u,Искатель\0	9C	E8	A9	-1
22835	u,Матриарх Дрейков из Магмы\0	a,	9C	E8	A9	-1
22836	u,Детеныш Дрейка из Магмы\0	a,	9C	E8	A9	-1
22837	u,Детеныш Кристального Дракона\0	a,	9C	E8	A9	-1
22838	u,Лидер Малрука\0	a,	9C	E8	A9	-1
22839	u,Полководец Малрука\0	a,	9C	E8	A9	-1
22840	u,Охотник Малрука\0	a,	9C	E8	A9	-1
22841	u,Принцесса Малрука\0	a,	9C	E8	A9	-1
22842	u,Баньши Малрука\0	a,	9C	E8	A9	-1
22843	u,Снайпер Малрука\0	a,	9C	E8	A9	-1
22844	u,Дракон Питан\0	a,	9C	E8	A9	-1
22845	u,Дракон Питан\0	a,	9C	E8	A9	-1
22846	u,Элитный Дракон Питан\0	a,	9C	E8	A9	-1
22847	u,Дракон Рыцарь Питан\0	a,	9C	E8	A9	-1
22848	u,Дрейк Лидер\0	a,	9C	E8	A9	-1
22849	u,Дрейк Полководец\0	a,	9C	E8	A9	-1
22850	u,Дрейк Разведчик\0	a,	9C	E8	A9	-1
22851	u,Дрейк Мистик\0	a,	9C	E8	A9	-1
22852	u,Дрейк Страж\0	a,	9C	E8	A9	-1
22853	u,Дракон Мистик\0	a,	9C	E8	A9	-1
22854	u,Кровавый Карик\0	a,	9C	E8	A9	-1
22855	u,Кровавый Берсерк\0	a,	9C	E8	A9	-1
22856	u,Кровавый Каринесс\0	a,	9C	E8	A9	-1
22857	u,Конорикс\0	u,Дозорный Антараса\0	9C	E8	A9	-1
22858	u,Некромант Долины\0	a,	9C	E8	A9	-1
22859	u,Вой\0	u,Искатель\0	9C	E8	A9	-1
22860	u,Голодный Кровососущий Паразит\0	a,	9C	E8	A9	-1
22861	u,Панцирный Дракон-Скорпион\0	a,	9C	E8	A9	-1
22862	u,Охотник Дракоса\0	a,	9C	E8	A9	-1
22863	u,Воин Фей\0	a,	9C	E8	A9	-1
22864	u,Воин Фей\0	u,Сдерживающий Тьму\0	9C	E8	A9	-1
22865	u,Воин Фей\0	u,Завершивший Мутацию\0	9C	E8	A9	-1
22866	u,Воин Фей\0	u,Прекративший Мутацию\0	9C	E8	A9	-1
22867	u,Воин Фей\0	u,Буйный\0	9C	E8	A9	-1
22868	u,Воин Фей\0	u,Сдерживающий Тьму Буйный\0	9C	E8	A9	-1
22869	u,Воин Фей\0	u,Завершивший Мутацию Буйный\0	9C	E8	A9	-1
22870	u,Воин Фей\0	u,Прекративший Мутацию Буйный\0	9C	E8	A9	-1
22871	u,Терзатель Фей\0	a,	9C	E8	A9	-1
22872	u,Терзатель Фей\0	u,Сдерживающий Тьму\0	9C	E8	A9	-1
22873	u,Терзатель Фей\0	u,Завершивший Мутацию\0	9C	E8	A9	-1
